"com.software.app","FakeInstaller"
"com.software.app","NO_F1s"
"com.software.app","NO_FNc"
"com.software.app","FCc"
"com.software.app","NO_FUc"
"com.software.app","NO_FIm"
"com.software.app","UnsafePiCreation"
"com.software.app","unsafeBroadcast"
"com.software.app","NO_unsafePITransfer"
"com.software.app","NO_ProtectedBroadcast"
"com.software.app","NO_sharedUID"
"com.software.app","com.software.app.CHECKER"
"com.software.app","NOTIFICATION_ACT"
"com.software.app","android.intent.action.BOOT_COMPLETED"
"com.software.app","com.software.app.CHECKER"
"com.software.app","android.intent.action.DATA_SMS_RECEIVED"
"com.software.app","com.google.android.c2dm.intent.RECEIVE"
"com.software.app","com.google.android.c2dm.intent.REGISTRATION"
"com.software.app","android.permission.INTERNET"
"com.software.app","android.permission.WAKE_LOCK"
"com.software.app","android.permission.WRITE_EXTERNAL_STORAGE"
"com.software.app","android.permission.SEND_SMS"
"com.software.app","android.permission.RECEIVE_SMS"
"com.software.app","android.permission.READ_SMS"
"com.software.app","android.permission.READ_PHONE_STATE"
"com.software.app","com.google.android.c2dm.permission.RECEIVE"
"com.software.app","com.software.application.permission.C2D_MESSAGE"
"com.driftwood.wallpaper.moonbun.free","Plankton"
"com.driftwood.wallpaper.moonbun.free","NO_F1s"
"com.driftwood.wallpaper.moonbun.free","NO_FNc"
"com.driftwood.wallpaper.moonbun.free","NO_FCc"
"com.driftwood.wallpaper.moonbun.free","NO_FUc"
"com.driftwood.wallpaper.moonbun.free","NO_FIm"
"com.driftwood.wallpaper.moonbun.free","NO_UnsafePiCreation"
"com.driftwood.wallpaper.moonbun.free","NO_unsafeBroadcast"
"com.driftwood.wallpaper.moonbun.free","NO_unsafePITransfer"
"com.driftwood.wallpaper.moonbun.free","NO_ProtectedBroadcast"
"com.driftwood.wallpaper.moonbun.free","NO_sharedUID"
"com.driftwood.wallpaper.moonbun.free","android.service.wallpaper.LIVE_WALLPAPER_CHOOSER"
"com.driftwood.wallpaper.moonbun.free","android.service.wallpaper.LIVE_WALLPAPER_CHOOSER"
"com.driftwood.wallpaper.moonbun.free","android.permission.ACCESS_NETWORK_STATE"
"com.driftwood.wallpaper.moonbun.free","android.permission.ACCESS_WIFI_STATE"
"com.driftwood.wallpaper.moonbun.free","android.permission.INTERNET"
"com.driftwood.wallpaper.moonbun.free","android.permission.RECEIVE_BOOT_COMPLETED"
"com.driftwood.wallpaper.moonbun.free","android.permission.WAKE_LOCK"
"com.driftwood.wallpaper.moonbun.free","android.permission.READ_PHONE_STATE"
"com.driftwood.wallpaper.moonbun.free","com.android.launcher.permission.INSTALL_SHORTCUT"
"com.driftwood.wallpaper.moonbun.free","com.android.launcher.permission.UNINSTALL_SHORTCUT"
"com.driftwood.wallpaper.moonbun.free","com.android.launcher.permission.READ_SETTINGS"
